Ca,Tradescantia_low_1,Tradescantia_low_2,Tradescantia_low_3,Tradescantia_medium_1,Tradescantia_medium_2,Tradescantia_medium_3,Tradescantia_high_1,Tradescantia_high_2,Tradescantia_high_3,Monalisa_low_1,Monalisa_low_2,Monalisa_low_3,Monalisa_medium_1,Monalisa_medium_2,Monalisa_medium_3,Peperomia_low_1,Peperomia_low_2,Peperomia_low_3,Peperomia_medium_1,Peperomia_medium_3,Peperomia_high_2,Sphatophilum_low_1,Sphatophilum_low_2,Sphatophilum_low_3,Sphatophilum_medium_1,Sphatophilum_medium_2,Sphatophilum_medium_3,Sphatophilum_high_1,Sphatophilum_high_3,Philodendron_low_1,Philodendron_low_2,Philodendron_low_3,Philodendron_medium_1,Philodendron_medium_2,Philodendron_medium_3,Philodendron_high_1,Philodendron_high_2,Philodendron_high_3,Chlorophytum_low_1,Chlorophytum_low_2,Chlorophytum_low_3,Chlorophytum_high_1,Chlorophytum_high_2,Chlorophytum_high_3
896,5.968882590219417,7.978560413875469,6.40704468812921,9.476774097145702,8.556236917214818,8.300700717933676,7.395328245316196,6.7213809580399815,4.690010744440909,8.027086043945024,4.186060257762989,3.1983119676135767,3.2805941580301052,7.901060323196592,11.42594439933201,3.771132951835221,7.044720494995402,6.116140854073389,6.931684429253499,3.3901333779455647,3.7639731624395987,5.539462618956342,3.8955091186823836,6.329690090087881,9.845411014270045,5.485992123154645,2.792447601567098,7.816252896469193,6.553858087649368,3.179650285439405,3.348903189158198,2.109386873028573,2.2984634545698093,3.84879531484409,3.5286684693613233,4.272948208532028,6.825085966072863,0.24990116712789717,5.571409807998242,4.996371548003551,4.783136368209436,5.0127478088649315,4.399326353451376,4.989225261224086
897,5.970374386147293,7.9805649377497145,6.408726256677243,9.479425221215699,8.56259441238381,8.30290552969398,7.3970636356119845,6.723147902864433,4.693699979219495,8.029781286845479,4.187134238309201,3.199192198909761,3.281785092272447,7.904435502883674,11.431042035726577,3.7752590872736356,7.049420033933002,6.120983622364666,6.938896016869733,3.3939202490493487,3.7684541652068906,5.541842756826354,3.8975202367661894,6.331923843389179,9.84835606183978,5.489765435936826,2.7942250595660143,7.820477284649099,6.559687498617249,3.1830868616501844,3.352498842799981,2.1106614961915926,2.300824029531256,3.8502858671190454,3.5327519348101752,4.275619335324238,6.831488393642869,0.25053193802410445,5.573041141992643,4.9979627400400375,4.784498869209245,5.016161185817335,4.401197971431852,4.9912085119527
898,5.9718661820751695,7.982569461623961,6.410407825225276,9.482076345285696,8.568951907552801,8.305110341454286,7.398799025907774,6.724914847688885,4.697389213998082,8.032476529745933,4.188208218855413,3.2000724302059456,3.282976026514789,7.907810682570755,11.436139672121143,3.7793852227120506,7.054119572870601,6.125826390655944,6.946107604485967,3.3977071201531324,3.7729351679741825,5.544222894696367,3.8995313548499952,6.334157596690476,9.851301109409516,5.493538748719007,2.7960025175649306,7.824701672829007,6.565516909585131,3.1865234378609637,3.3560944964417643,2.111936119354612,2.3031846044927025,3.851776419394001,3.536835400259027,4.278290462116448,6.837890821212875,0.2511627089203117,5.574672475987045,4.999553932076524,4.785861370209054,5.01957456276974,4.403069589412328,4.993191762681315
899,5.973357978003046,7.984573985498207,6.412089393773309,9.484727469355693,8.575309402721793,8.307315153214592,7.400534416203563,6.726681792513338,4.701078448776668,8.03517177264639,4.189282199401625,3.20095266150213,3.284166960757131,7.911185862257836,11.441237308515712,3.7835113581504656,7.058819111808201,6.130669158947221,6.9533191921021995,3.401493991256916,3.7772548732132285,5.546603032566379,3.901542472933801,6.336391349991772,9.85424615697925,5.497312061501188,2.7977799755638464,7.8289260610089135,6.571346320553014,3.189960014071743,3.3596901500835474,2.1132107425176314,2.3055451794541493,3.8532669716689565,3.540918865707879,4.280961588908658,6.844293248782881,0.2517934798165189,5.576303809981447,5.001145124113011,4.787223871208862,5.022987939722144,4.404737376918209,4.995175013409929
900,5.974849773930922,7.9864900128078204,6.413770962321342,9.487378593425689,8.581666897890784,8.309519964974896,7.402269806499352,6.728448737337789,4.7047676835552545,8.037867015546844,4.1903561799478375,3.201832892798314,3.285357894999473,7.914561041944919,11.446334944910278,3.78763749358888,7.0635186507458005,6.135511927238499,6.960530779718433,3.4052808623607,3.781574578452275,5.548983170436392,3.903553591017607,6.33862510329307,9.857191204548986,5.501085374283369,2.7995574335627627,7.833150449188821,6.577175731520896,3.1933965902825223,3.3632858037253306,2.1144853656806513,2.3079057544155956,3.854757523943912,3.5450023311567307,4.283632715700869,6.850695676352887,0.2524242507127262,5.577935143975848,5.002736316149498,4.7885863722086714,5.026401316674549,4.406405164424092,4.997158264138544
901,5.976341569858798,7.988406040117433,6.415452530869375,9.490029717495686,8.588024393059776,8.311724776735202,7.404005196795141,6.730215682162242,4.708456918333841,8.0405622584473,4.19143016049405,3.2027131240944984,3.286548829241815,7.917936221632,11.451432581304845,3.791763629027295,7.0682181896833995,6.140354695529776,6.967742367334667,3.4090677334644837,3.785894283691321,5.551363308306405,3.9055647091014127,6.340858856594367,9.860136252118721,5.50485868706555,2.801334891561679,7.837374837368728,6.583005142488777,3.1968331664933016,3.3668814573671138,2.1157599888436707,2.3102663293770425,3.8562480762188676,3.5490857966055827,4.286303842493079,6.857098103922892,0.2530550216089334,5.579566477970251,5.004327508185985,4.7899488732084805,5.029814693626953,4.408072951929973,4.999141514867158
902,5.977833365786673,7.990322067427047,6.417134099417408,9.492680841565683,8.594381888228767,8.313929588495508,7.40574058709093,6.731982626986694,4.711981068802132,8.043257501347755,4.192504141040263,3.203593355390683,3.2877397634841574,7.921311401319081,11.456530217699411,3.79588976446571,7.072917728620999,6.145197463821053,6.974953954950901,3.4128546045682677,3.7902139889303674,5.5537434461764175,3.9075758271852186,6.343092609895663,9.863081299688456,5.508631999847731,2.803112349560595,7.841599225548634,6.5888345534566595,3.200269742704081,3.3704771110088974,2.11703461200669,2.3126269043384893,3.857738628493823,3.5531692620544346,4.28897496928529,6.863500531492899,0.2536857925051406,5.581197811964652,5.005918700222471,4.79131137420829,5.033228070579358,4.409740739435855,5.0011247655957725
903,5.9793251617145495,7.992238094736661,6.418815667965442,9.49533196563568,8.59772090629602,8.316134400255812,7.407475977386719,6.733749571811146,4.715505219270423,8.04595274424821,4.193578121586475,3.204473586686867,3.2889306977264994,7.924686581006163,11.46162785409398,3.8000158999041247,7.077617267558599,6.150040232112331,6.982165542567134,3.4166414756720513,3.7945336941694134,5.556123584046429,3.9095869452690244,6.3453263631969605,9.866026347258192,5.512405312629912,2.804889807559511,7.845823613728542,6.594663964424542,3.2037063189148602,3.3740727646506805,2.1183092351697095,2.3149874792999356,3.8592291807687786,3.5572527275032866,4.2916460960775,6.869902959062904,0.2543165634013479,5.582829145959054,5.007509892258958,4.792673875208099,5.036641447531762,4.411408526941736,5.003108016324386
904,5.980816957642426,7.994154122046274,6.420497236513474,9.497983089705677,8.601059924363273,8.318339212016118,7.409211367682508,6.735516516635599,4.719029369738714,8.048647987148666,4.194652102132687,3.205353817983051,3.2901216319688413,7.928061760693245,11.466725490488546,3.8041420353425397,7.082316806496198,6.154883000403609,6.989377130183367,3.4204283467758354,3.7988533994084595,5.558503721916442,3.9115980633528302,6.347560116498258,9.868971394827927,5.516178625412093,2.8066672655584273,7.850048001908449,6.600493375392423,3.2071428951256395,3.3776684182924637,2.1195838583327293,2.3173480542613825,3.860719733043734,3.561336192952138,4.29431722286971,6.87630538663291,0.2549473342975551,5.584460479953456,5.0089934938119685,4.794036376207908,5.040054824484166,4.4130763144476175,5.005091267053001
905,5.982308753570302,7.996070149355887,6.422178805061507,9.500634213775673,8.604398942430524,8.320544023776424,7.410946757978297,6.73728346146005,4.722553520207005,8.05134323004912,4.195726082678899,3.2062340492792356,3.2913125662111833,7.931436940380326,11.471823126883113,3.8082681707809547,7.087016345433798,6.159725768694885,6.996588717799601,3.424215217879619,3.803173104647506,5.560883859786455,3.913609181436636,6.349793869799555,9.871916442397662,5.519951938194274,2.8084447235573435,7.854272390088355,6.606322786360305,3.210579471336419,3.381264071934247,2.1208584814957487,2.319708629222829,3.8622102853186897,3.56541965840099,4.296988349661921,6.882707814202916,0.2555781051937624,5.586091813947857,5.010477095364979,4.795398877207716,5.04346820143657,4.4147441019535,5.007074517781615
906,5.983800549498178,7.997986176665501,6.42386037360954,9.50328533784567,8.607737960497778,8.32274883553673,7.412682148274087,6.739050406284503,4.726077670675296,8.054038472949577,4.196800063225111,3.20711428057542,3.2925035004535252,7.9348121200674075,11.47692076327768,3.8123943062193693,7.091715884371398,6.164568536986163,7.003800305415835,3.428002088983403,3.807492809886552,5.563263997656467,3.915620299520442,6.3520276231008515,9.874861489967397,5.523725250976455,2.81022218155626,7.858496778268263,6.612152197328188,3.214016047547198,3.38485972557603,2.122133104658768,2.3220692041842756,3.8637008375936452,3.569503123849842,4.2996594764541305,6.889110241772922,0.2562088760899696,5.58772314794226,5.011960696917988,4.796761378207525,5.046881578388975,4.416411889459381,5.00905776851023
907,5.985292345426053,7.999902203975115,6.425541942157573,9.505936461915667,8.61107697856503,8.324953647297034,7.414417538569875,6.740817351108955,4.7296018211435875,8.056733715850031,4.197874043771323,3.207994511871604,3.293694434695867,7.938187299754489,11.482018399672247,3.8165204416577843,7.096415423308997,6.169411305277441,7.011011893032068,3.4317889600871867,3.8118125151255984,5.56564413552648,3.9176314176042477,6.354261376402149,9.877806537537133,5.527498563758636,2.8119996395551756,7.8627211664481695,6.61798160829607,3.2174526237579775,3.388455379217813,2.1234077278217875,2.324429779145722,3.865191389868601,3.573586589298694,4.302330603246341,6.895512669342928,0.25683964698617684,5.589354481936661,5.013444298470999,4.798123879207334,5.050294955341379,4.418079676965263,5.011041019238844
908,5.9867841413539296,8.001818231284728,6.427223510705606,9.508587585985664,8.614415996632284,8.32715845905734,7.416152928865665,6.742584295933407,4.733125971611878,8.059428958750486,4.198948024317535,3.2088747431677884,3.294885368938209,7.941562479441571,11.487116036066814,3.8206465770961993,7.101114962246597,6.174254073568719,7.0182234806483015,3.4355758311909708,3.8161322203646444,5.568024273396492,3.9196425356880535,6.356495129703446,9.880751585106868,5.531271876540817,2.813777097554092,7.866945554628076,6.623811019263951,3.2208891999687568,3.3920510328595963,2.1246823509848074,2.326790354107169,3.866681942143556,3.5776700547475455,4.305001730038551,6.9019150969129335,0.2574704178823841,5.590985815931063,5.014927900024009,4.799486380207143,5.053708332293784,4.419747464471144,5.013024269967459
909,5.988275937281806,8.003734258594342,6.4289050792536395,9.511238710055661,8.617755014699537,8.329363270817646,7.417888319161453,6.744351240757859,4.736650122080169,8.062124201650942,4.200022004863748,3.209754974463973,3.296076303180551,7.9449376591286525,11.492213672461382,3.824772712534614,7.105814501184197,6.179096841859995,7.025435068264535,3.4393627022947544,3.8204519256036904,5.570404411266505,3.9216536537718594,6.358728883004743,9.883696632676603,5.53469367959117,2.815554555553008,7.871169942807984,6.6296404302318335,3.224325776179536,3.3956466865013795,2.125956974147827,2.3290957431400896,3.8681724944185114,3.5817535201963975,4.307672856830762,6.908317524482939,0.25810118877859134,5.592464251329565,5.01641150157702,4.800848881206952,5.057121709246188,4.421415251977026,5.015007520696073
910,5.989767733209682,8.005650285903954,6.430586647801673,9.513889834125656,8.62109403276679,8.33156808257795,7.419623709457243,6.746118185582311,4.74017427254846,8.064819444551397,4.20109598540996,3.2106352057601573,3.297267237422893,7.948312838815734,11.497311308855949,3.828898847973029,7.110514040121797,6.183939610151273,7.032646655880769,3.4431495733985384,3.824771630842737,5.572784549136517,3.923664771855665,6.36096263630604,9.886641680246338,5.538115482641523,2.8173320135519244,7.87539433098789,6.635469841199716,3.2277623523903154,3.3992423401431626,2.127231597310846,2.33140113217301,3.869663046693467,3.5858369856452494,4.310343983622972,6.914719952052946,0.25873195967479856,5.5939426867280675,5.017895103130029,4.802211382206761,5.060535086198592,4.423083039482908,5.0169907714246875
911,5.991259529137558,8.007566313213568,6.432268216349706,9.516540958195653,8.624433050834043,8.333772894338257,7.421359099753031,6.747885130406764,4.743698423016752,8.067514687451853,4.202169965956172,3.2115154370563412,3.298458171665235,7.951688018502815,11.502408945250515,3.833024983411444,7.115213579059396,6.188782378442551,7.039858243497002,3.446936444502322,3.829091336081783,5.57516468700653,3.925675889939471,6.363196389607337,9.889586727816074,5.5415372856918745,2.8191094715508402,7.879618719167797,6.641299252167597,3.2311989286010947,3.402837993784946,2.1285062204738656,2.3337065212059307,3.8711535989684225,3.5899204510941014,4.313015110415182,6.921122379622951,0.25936273057100584,5.595421122126569,5.01937870468304,4.803573883206569,5.063948463150997,4.424750826988789,5.0189740221533015
912,5.992751325065434,8.009482340523181,6.433949784897739,9.51919208226565,8.627772068901294,8.335977706098562,7.423094490048821,6.749652075231216,4.747222573485042,8.070209930352307,4.2032439465023845,3.2123956683525257,3.2996491059075774,7.955063198189897,11.507506581645082,3.8371511188498584,7.119913117996996,6.193625146733828,7.047069831113236,3.4507233156061057,3.8334110413208293,5.577544824876543,3.927687008023277,6.365430142908634,9.892531775385809,5.544959088742227,2.8208869295497565,7.883843107347705,6.647128663135479,3.234635504811874,3.406433647426729,2.1297808436368855,2.3360119102388515,3.872644151243378,3.5940039165429534,4.315686237207393,6.927524807192957,0.25999350146721306,5.596899557525071,5.02086230623605,4.804936384206378,5.067361840103401,4.426418614494671,5.020957272881916
913,5.9942431209933105,8.011398367832795,6.435631353445771,9.521843206335648,8.631111086968547,8.338182517858868,7.42482988034461,6.751419020055668,4.750746723953333,8.072905173252764,4.204317927048597,3.21327589964871,3.3008400401499194,7.958438377876979,11.51260421803965,3.8412772542882734,7.124612656934596,6.198467915025105,7.054281418729469,3.4545101867098897,3.8377307465598753,5.5799249627465555,3.9296981261070827,6.367663896209931,9.895476822955544,5.54838089179258,2.8226643875486728,7.888067495527611,6.652958074103362,3.2380720810226533,3.410029301068512,2.131055466799905,2.338317299271772,3.8741347035183336,3.598087381991805,4.318357363999603,6.933927234762963,0.2606242723634203,5.598377992923574,5.02234590778906,4.806298885206187,5.070775217055806,4.428086402000552,5.02294052361053
914,5.995734916921186,8.013314395142409,6.437312921993804,9.524494330405645,8.6344501050358,8.340387329619173,7.426565270640399,6.75318596488012,4.754270874421624,8.075600416153218,4.205391907594809,3.2141561309448945,3.3020309743922613,7.96181355756406,11.517701854434216,3.8454033897266884,7.129312195872195,6.203310683316383,7.061493006345703,3.4581154122144464,3.8420504517989214,5.582305100616567,3.9317092441908885,6.369897649511228,9.89842187052528,5.551802694842933,2.824441845547589,7.892291883707519,6.658787485071244,3.2415086572334326,3.412362270769835,2.1323300899629243,2.3406226883046926,3.875625255793289,3.602170847440657,4.3210284907918135,6.940329662332969,0.26125504325962756,5.5998564283220755,5.023829509342071,4.8076613862059965,5.07418859400821,4.429754189506434,5.024923774339145
915,5.997226712849062,8.015230422452023,6.4389944905418375,9.52714545447564,8.637789123103053,8.342592141379479,7.428300660936188,6.754952909704572,4.757795024889916,8.078295659053673,4.206465888141021,3.2150363622410785,3.3032219086346033,7.964934760742932,11.522799490828783,3.849529525165103,7.1340117348097944,6.208153451607661,7.068704593961936,3.4617206377190035,3.846370157037968,5.58468523848658,3.9337203622746943,6.372131402812525,9.901366918095015,5.555224497893286,2.826219303546505,7.8965162718874256,6.664616896039125,3.244945233444212,3.414695240471158,2.1336047131259437,2.3429280773376133,3.8771158080682446,3.606254312889509,4.323699617584023,6.946732089902975,0.2618858141558348,5.601334863720577,5.02531311089508,4.8090238872058055,5.077601970960615,4.431421977012316,5.026801364709719
916,5.998718508776938,8.017146449761636,6.440676059089871,9.529796578545637,8.641128141170306,8.344637060638469,7.430036051231977,6.756719854529024,4.7613191753582065,8.080990901954129,4.207539868687234,3.215916593537263,3.3044128428769453,7.968055963921803,11.527897127223351,3.853655660603518,7.1384168673748345,6.212996219898938,7.07591618157817,3.46532586322356,3.850689862277014,5.587065376356593,3.9357314803585,6.374365156113822,9.90431196566475,5.5586463009436375,2.827996761545421,7.900740660067332,6.6704463070070075,3.2483818096549912,3.417028210172481,2.134879336288963,2.3452334663705336,3.8786063603432,3.6103377783383603,4.326370744376234,6.95313451747298,0.262516585052042,5.602813299119079,5.026796712448091,4.810386388205615,5.081015347913018,4.433089764518197,5.028678955080293
917,6.000210304704814,8.019062477071248,6.442357627637904,9.532447702615634,8.644467159237557,8.34668197989746,7.431771441527766,6.758486799353476,4.764843325826497,8.083686144854584,4.208613849233446,3.2167968248334473,3.305603777119287,7.9711771671006755,11.532994763617918,3.857781796041933,7.1428219999398745,6.217838988190215,7.0831277691944035,3.4689310887281173,3.85500956751606,5.589445514226606,3.937742598442306,6.376598909415119,9.907257013234485,5.56206810399399,2.8297742195443374,7.90496504824724,6.67627571797489,3.2518183858657705,3.419361179873804,2.136153959451983,2.3475388554034544,3.8800969126181557,3.6144212437872123,4.329041871168444,6.959536945042986,0.2631473559482493,5.604291734517582,5.028280314001101,4.811748889205423,5.084428724865423,4.434757552024079,5.030556545450867
918,6.0017021006326905,8.020978504380862,6.443921516239095,9.535098826685632,8.64780617730481,8.348726899156448,7.433441031084502,6.760253744177929,4.768367476294788,8.08638138775504,4.209687829779658,3.2176770561296317,3.306710928261817,7.974298370279547,11.537596971021332,3.8619079314803475,7.1472271325049155,6.222681756481493,7.090339356810637,3.472536314232674,3.8593292727551063,5.591825652096618,3.939753716526112,6.378832662716416,9.91020206080422,5.565489907044343,2.8315516775432537,7.9091894364271464,6.682105128942771,3.25525496207655,3.421694149575127,2.1374285826150023,2.349844244436375,3.8815874648931112,3.6185047092360643,4.331712997960654,6.965939372612993,0.2637781268444565,5.605770169916084,5.029763915554112,4.813111390205232,5.087842101817827,4.43642533952996,5.0324341358214415
919,6.003193896560566,8.022894531690476,6.4454854048402845,9.537749950755629,8.651145195372063,8.350771818415438,7.435110620641239,6.761943985376201,4.77189162676308,8.089076630655494,4.21076181032587,3.2185572874258157,3.307818079404347,7.977419573458419,11.542199178424744,3.8660340669187625,7.1516322650699555,6.22752452477277,7.09755094442687,3.476141539737231,3.8636489779941523,5.59420578996663,3.9417648346099177,6.381066416017713,9.913147108373957,5.568911710094696,2.8333291355421695,7.913413824607053,6.687934539910653,3.258691538287329,3.4240271192764498,2.1387032057780218,2.352149633469296,3.8830780171680668,3.6225881746849162,4.334384124752865,6.972341800182998,0.2644088977406638,5.607248605314585,5.031247517107121,4.814473891205041,5.091255478770232,4.438093127035842,5.034311726192016
920,6.004685692488442,8.02481055900009,6.447049293441475,9.540401074825624,8.654484213439316,8.352816737674429,7.436780210197975,6.7636342265744736,4.775415777231371,8.091569061129917,4.211835790872082,3.219437518722,3.3089252305468766,7.98054077663729,11.546801385828157,3.8701602023571775,7.156037397634996,6.232367293064048,7.104762532043104,3.4797467652417877,3.8679686832331988,5.596585927836643,3.9437759526937235,6.38330016931901,9.916092155943693,5.572333513145049,2.8351065935410857,7.917638212786961,6.692358642753305,3.2621281144981085,3.426360088977773,2.139977828941041,2.3544550225022163,3.8845685694430223,3.626671640133768,4.337055251545075,6.978744227753004,0.265039668636871,5.608727040713088,5.032731118660132,4.81583639220485,5.094668855722636,4.439760914541724,5.03618931656259
921,6.006177488416318,8.026726586309703,6.448613182042666,9.543052198895621,8.657823231506569,8.35486165693342,7.4384497997547125,6.7653244677727455,4.778939927699661,8.09406149160434,4.212909771418294,3.2203177500181845,3.3100323816894064,7.983661979816162,11.551403593231571,3.874286337795592,7.160442530200036,6.237210061355325,7.111974119659338,3.4833519907463444,3.8722883884722448,5.598966065706655,3.9457870707775293,6.385533922620307,9.919037203513428,5.575755316195401,2.836884051540002,7.921862600966867,6.696782745595957,3.2655646907088878,3.428693058679096,2.141252452104061,2.356760411535137,3.886059121717978,3.6307551055826197,4.339726378337286,6.9851466553230095,0.2656211194751307,5.61020547611159,5.034214720213142,4.817198893204659,5.098082232675041,4.441428702047605,5.038066906933164
922,6.007669284344194,8.028642613619317,6.450177070643856,9.545703322965618,8.661162249573822,8.35690657619241,7.440119389311449,6.767014708971018,4.782464078167952,8.09655392207876,4.2139837519645065,3.2211979813143685,3.311139532831936,7.986783182995033,11.556005800634983,3.878412473234007,7.164847662765077,6.242052829646603,7.119185707275571,3.4869572162509015,3.876608093711291,5.601346203576668,3.947798188861335,6.387767675921604,9.921982251083163,5.579177119245753,2.8386615095389183,7.926086989146774,6.701206848438608,3.269001266919667,3.431026028380419,2.1425270752670804,2.359065800568058,3.8875496739929334,3.6348385710314717,4.342397505129496,6.991549082893016,0.26620257031339034,5.611683911510092,5.035698321766152,4.818561394204468,5.101495609627445,4.443096489553486,5.039944497303738
923,6.009022617982467,8.03055864092893,6.451740959245047,9.548354447035615,8.664501267641075,8.358951495451398,7.4417889788681855,6.76870495016929,4.785988228636244,8.099046352553183,4.2150577325107195,3.222078212610553,3.312246683974466,7.989904386173905,11.560608008038397,3.882538608672422,7.169252795330117,6.24689559793788,7.126397294891804,3.490562441755458,3.8809277989503372,5.603726341446681,3.949809306945141,6.3900014292229015,9.924927298652898,5.582598922296106,2.840438967537834,7.930311377326682,6.70563095128126,3.2724378431304464,3.433358998081742,2.1438016984301,2.361371189600978,3.889040226267889,3.6389220364803236,4.3450686319217064,6.997951510463022,0.26678402115165006,5.613162346908594,5.037181923319162,4.819923895204276,5.104908986579849,4.4447642770593685,5.041822087674312
924,6.010375951620739,8.032474668238544,6.453304847846237,9.551005571105613,8.667840285708326,8.360996414710389,7.443458568424922,6.770395191367563,4.789512379104535,8.101538783027605,4.216131713056932,3.2229584439067374,3.3133538351169958,7.993025589352777,11.56521021544181,3.8866647441108366,7.173657927895157,6.251738366229158,7.133608882508038,3.4941676672600153,3.8852475041893832,5.6061064793166935,3.951820425028947,6.392235182524198,9.927872346222633,5.586020725346459,2.8422164255367504,7.934535765506588,6.710055054123912,3.2758744193412257,3.4356919677830646,2.1450763215931192,2.363676578633899,3.8905307785428445,3.6430055019291756,4.347739758713916,7.004353938033027,0.26736547198990973,5.614640782307096,5.038665524872172,4.821286396204085,5.108322363532253,4.44643206456525,5.043699678044886
925,6.011729285259012,8.034390695548156,6.454868736447428,9.553656695175608,8.67117930377558,8.36304133396938,7.445128157981658,6.772085432565835,4.793036529572825,8.104031213502028,4.217205693603144,3.2238386752029218,3.3144609862595256,7.996146792531649,11.569812422845224,3.8907908795492516,7.178063060460197,6.256581134520435,7.140820470124272,3.497772892764572,3.8895672094284297,5.608486617186705,3.9538315431127526,6.394468935825495,9.930817393792369,5.589442528396812,2.8439938835356666,7.938760153686495,6.714479156966564,3.279310995552005,3.438024937484388,2.146350944756139,2.3659819676668197,3.8920213308178,3.647088967378027,4.350410885506126,7.010756365603033,0.2679469228281694,5.616119217705598,5.040149126425183,4.822648897203894,5.111735740484658,4.448099852071132,5.04557726841546
926,6.0130826188972835,8.03630672285777,6.456432625048619,9.556307819245605,8.674518321842832,8.36508625322837,7.446797747538395,6.773775673764108,4.796560680041117,8.106523643976448,4.218279674149356,3.2247189064991058,3.3155681374020554,7.99926799571052,11.574414630248636,3.8949170149876666,7.182468193025238,6.261423902811712,7.148032057740505,3.501378118269129,3.8938869146674757,5.610866755056718,3.9558426611965585,6.396582218399967,9.933762441362104,5.592864331447164,2.845771341534583,7.9429845418664025,6.718903259809216,3.2827475717627843,3.4403579071857107,2.1476255679191585,2.36828735669974,3.8935118830927555,3.651172432826879,4.353082012298337,7.0171587931730395,0.26852837366642907,5.6175976531041,5.041632727978193,4.823930245451184,5.1151491174370625,4.449767639577013,5.047454858786034
927,6.014435952535556,8.038222750167384,6.4579965136498085,9.558958943315602,8.677857339910085,8.367131172487358,7.448467337095131,6.77546591496238,4.800084830509408,8.10901607445087,4.219283410938829,3.22559913779529,3.316675288544585,8.002389198889391,11.57901683765205,3.899043150426081,7.186873325590278,6.26626667110299,7.155243645356738,3.5049833437736857,3.8982066199065217,5.613246892926731,3.9578537792803643,6.398695500974439,9.93670748893184,5.596286134497516,2.8475487995334987,7.947208930046309,6.723327362651868,3.2861841479735636,3.442690876887034,2.148900191082178,2.3705927457326608,3.895002435367711,3.655255898275731,4.355753139090547,7.023561220743045,0.26910982450468873,5.619076088502602,5.043116329531204,4.825211593698472,5.118562494389467,4.451435427082894,5.0493324491566085
928,6.0157892861738285,8.040138777476997,6.459560402250999,9.56135077893572,8.681196357977338,8.369176091746349,7.450136926651869,6.777156156160653,4.803608980977699,8.111508504925293,4.2202871477283015,3.2264793690914746,3.317782439687115,8.005510402068264,11.583619045055464,3.903169285864496,7.191278458155318,6.271109439394268,7.162455232972972,3.5085885692782424,3.902526325145568,5.615627030796744,3.95986489736417,6.400808783548911,9.939652536501574,5.599707937547869,2.849326257532415,7.951433318226217,6.727751465494519,3.289620724184343,3.4450238465883567,2.1501748142451973,2.3728981347655815,3.8964929876426666,3.659339363724583,4.358424265882758,7.029963648313051,0.2696912753429484,5.620554523901104,5.044599931084213,4.826492941945761,5.1219758713418715,4.453103214588777,5.051210039527183
929,6.017142619812101,8.042054804786611,6.46112429085219,9.563742614555839,8.68453537604459,8.371221011005339,7.451806516208605,6.778846397358925,4.8071331314459895,8.114000935399716,4.2212908845177735,3.227359600387659,3.3188895908296447,8.008631605247135,11.588221252458876,3.907295421302911,7.195683590720358,6.275952207685545,7.169666820589206,3.5121937947827995,3.906846030384614,5.618007168666756,3.961876015447976,6.4029220661233825,9.94259758407131,5.603129740598222,2.8509712277698527,7.955657706406123,6.732175568337171,3.2930573003951222,3.44735681628968,2.151449437408217,2.375203523798502,3.8979835399176217,3.6634228291734345,4.361095392674968,7.036366075883056,0.2702727261812081,5.622032959299606,5.0460835326372235,4.827774290193051,5.125389248294275,4.454771002094658,5.053087629897757
930,6.0184959534503735,8.043970832096225,6.46268817945338,9.566134450175957,8.687874394111843,8.37326593026433,7.453476105765342,6.780536638557198,4.810657281914281,8.116493365874137,4.222294621307246,3.228239831683843,3.3199967419721745,8.011752808426007,11.59282345986229,3.911421556741326,7.200088723285398,6.280794975976822,7.1768784082054395,3.515799020287356,3.9111657356236607,5.620387306536768,3.963887133531782,6.405035348697854,9.945542631641045,5.606551543648575,2.8526161980072904,7.95988209458603,6.736599671179823,3.2964938766059015,3.4496897859910027,2.1527240605712366,2.3775089128314226,3.8994740921925772,3.6675062946222865,4.363766519467178,7.042768503453063,0.2708541770194678,5.623511394698109,5.047567134190234,4.829055638440339,5.12880262524668,4.45643878960054,5.054965220268331
931,6.019849287088646,8.045886859405838,6.464252068054571,9.568526285796075,8.691213412179096,8.37531084952332,7.455145695322078,6.78222687975547,4.814181432382572,8.118985796348559,4.223298358096719,3.2291200629800274,3.3211038931147043,8.014874011604878,11.597425667265703,3.9155476921797407,7.204493855850439,6.2856377442681,7.184089995821672,3.5194042457919132,3.9154854408627067,5.622620011611984,3.965770466773069,6.407148631272326,9.94848767921078,5.609973346698927,2.854261168244728,7.964106482765938,6.741023774022475,3.299930452816681,3.4520227556923255,2.153998683734256,2.3798143018643434,3.9009646444675328,3.6715897600711385,4.366437646259389,7.049170931023069,0.27143562785772746,5.62498983009661,5.049050735743244,4.8303369866876285,5.132216002199084,4.458106577106421,5.056842810638905
932,6.021202620726918,8.04780288671545,6.465815956655762,9.570918121416193,8.694552430246349,8.377355768782309,7.4568152848788145,6.783917120953743,4.817705582850863,8.121478226822981,4.224302094886192,3.229940776311971,3.322211044257234,8.01799521478375,11.602027874669115,3.9196738276181557,7.208898988415479,6.290480512559378,7.191301583437906,3.52300947129647,3.9198051461017527,5.624852716687199,3.9676538000143564,6.409261913846798,9.951432726780515,5.61339514974928,2.855906138482166,7.968330870945844,6.745447876865127,3.30336702902746,3.4543557253936488,2.1552733068972754,2.3821196908972637,3.9024551967424883,3.675632353583717,4.3691087730515985,7.055573358593074,0.2720170786959871,5.626468265495112,5.050534337296254,4.831618334934918,5.135629379151489,4.4597743646123025,5.058720401009479
