Ca,Tradescantia_low_1,Tradescantia_low_2,Tradescantia_low_3,Tradescantia_medium_1,Tradescantia_medium_2,Tradescantia_medium_3,Tradescantia_high_1,Tradescantia_high_2,Tradescantia_high_3,Monalisa_low_1,Monalisa_low_2,Monalisa_low_3,Monalisa_medium_1,Monalisa_medium_2,Monalisa_medium_3,Peperomia_low_1,Peperomia_low_2,Peperomia_low_3,Peperomia_medium_1,Peperomia_medium_3,Peperomia_high_2,Sphatophilum_low_1,Sphatophilum_low_2,Sphatophilum_low_3,Sphatophilum_medium_1,Sphatophilum_medium_2,Sphatophilum_medium_3,Sphatophilum_high_1,Sphatophilum_high_3,Philodendron_low_1,Philodendron_low_2,Philodendron_low_3,Philodendron_medium_1,Philodendron_medium_2,Philodendron_medium_3,Philodendron_high_1,Philodendron_high_2,Philodendron_high_3,Chlorophytum_low_1,Chlorophytum_low_2,Chlorophytum_low_3,Chlorophytum_high_1,Chlorophytum_high_2,Chlorophytum_high_3
279,3.2754617566913153,4.064401820822679,3.3390437896363965,4.014434720860577,2.594374433850119,3.456069030133942,3.9571716292924908,3.3859108894703454,1.5891616676242872,3.247989185377129,2.4186655823010024,1.7914279404521514,1.3141945011365046,2.8610788913033685,3.9061846993927296,0.7337793568553388,1.8923732490695453,1.6306883533329368,1.30343456426266,0.6650970918887699,0.6381568158171091,2.2407821855849592,1.2115905033781798,2.6945266466125526,3.9367164475162717,0.9239627094927141,0.05894356985148615,2.17541592825663,1.320135162740725,0.6496285758578999,0.724699072420981,0.45137586583095357,0.5335412550731908,0.960413928054778,0.7325967217139179,1.1273939941264508,1.4253530139254358,,2.543649134679326,2.0204699654233083,1.9930564926376972,1.3992732646838792,1.4084240277540485,2.140269763408842
280,3.2898611077030404,4.080793181058022,3.353455602796654,4.032022018093157,2.6064071316187545,3.470831199384321,3.974237916204327,3.400241085100615,1.5963978466370126,3.2665058862492367,2.4303981410588693,1.7970919254740416,1.3224306912787667,2.8781993498483334,3.924266605723581,0.7394561967944514,1.9033975944932757,1.6399385514797347,1.3130059205850362,0.670316975314454,0.6439452165913773,2.2502675417196665,1.2200529523610335,2.7086724617303872,3.9547106686708506,0.9329574175215448,0.06532709832807858,2.1865503610042354,1.3296677986451,0.6543907308711512,0.7297632862886594,0.45459757743115153,0.5369310415658368,0.9667818317491133,0.7374875120677908,1.134097462511459,1.4349064888852485,,2.55678247863883,2.030536178936487,2.0045407056696796,1.4078768141449862,1.4153570544767953,2.150465154193391
281,3.3042604587147655,4.097184541293365,3.3669858289917136,4.049609315325736,2.6184398293873894,3.4855933686347003,3.9913042031161634,3.4145712807308843,1.6036340256497377,3.285022587121344,2.442130699816736,1.8027559104959319,1.3306668814210287,2.8953198083932987,3.942348512054432,0.745133036733564,1.914421939917006,1.6491887496265327,1.3225772769074124,0.675536858740138,0.6497336173656454,2.2597528978543733,1.2285154013438873,2.7228182768482214,3.9727048898254296,0.9419521255503756,0.07171062680467101,2.1976847937518404,1.339200434549475,0.6591528858844025,0.7348275001563379,0.4578192890313495,0.5403208280584827,0.9731497354434484,0.7423783024216637,1.1408009308964673,1.4444599638450613,,2.5699158225983334,2.040602392449666,2.016024918701662,1.4164803636060932,1.4222900811995425,2.1606605449779397
282,3.3186598097264906,4.113575901528709,3.380516055186773,4.067196612558316,2.6304725271560248,3.5003555378850795,4.008370490028,3.428901476361154,1.610870204662463,3.3035392879934515,2.4538632585746027,1.8084198955178223,1.3389030715632906,2.9124402669382636,3.9604304183852834,0.7508098766726766,1.9254462853407364,1.6584389477733306,1.3321486332297887,0.680756742165822,0.6555220181399135,2.2692382539890805,1.2369778503267408,2.736964091966056,3.9906991109800085,0.9509468335792063,0.07809415528126343,2.2088192264994455,1.3487330704538498,0.6639150408976537,0.7398917140240163,0.46104100063154746,0.5437106145511286,0.9795176391377837,0.7472690927755365,1.1475043992814755,1.454013438804874,,2.583049166557837,2.0506686059628447,2.0275091317336447,1.4250839130672002,1.4292231079222892,2.170855935762489
283,3.333059160738215,4.129967261764051,3.394046281381833,4.084783909790896,2.64250522492466,3.5151177071354587,4.025436776939837,3.4432316719914233,1.6181063836751883,3.322055988865559,2.4655958173324697,1.8140838805397126,1.3471392617055526,2.9295607254832285,3.9785123247161343,0.7564867166117892,1.9364706307644668,1.6676891459201284,1.341719989552165,0.6859766255915062,0.6613104189141817,2.2787236101237873,1.2454402993095945,2.7511099070838902,4.0086933321345875,0.959941541608037,0.08447768375785586,2.2199536592470506,1.3582657063582246,0.668677195910905,0.7447489270698119,0.4642627122317454,0.5471004010437746,0.9858855428321189,0.7521598831294094,1.1542078676664838,1.4635669137646867,,2.5961825105173406,2.0607348194760235,2.038993344765627,1.433687462528307,1.4361561346450364,2.1810513265470375
284,3.3474585117499402,4.146358621999394,3.4075765075768927,4.1023712070234755,2.654537922693295,3.529879876385838,4.042503063851673,3.457561867621693,1.6253425626879137,3.3405726897376664,2.477328376090336,1.8197478655616028,1.3553754518478147,2.9466811840281935,3.9965942310469855,0.762163556550902,1.9474949761881972,1.6769393440669262,1.3512913458745412,0.6911965090171903,0.66709881968845,2.2882089662584946,1.253902748292448,2.765255722201725,4.026687553289166,0.9689362496368676,0.09086121223444829,2.2310880919946556,1.3677983422625997,0.6734393509241563,0.7496061401156074,0.4674844238319434,0.5504901875364204,0.9922534465264541,0.7570506734832823,1.160911336051492,1.4731203887244995,,2.609315854476844,2.0708010329892024,2.0504775577976098,1.442291011989414,1.4430891613677834,2.1912467173315866
285,3.3618578627616653,4.162749982234738,3.421106733771952,4.119958504256055,2.6665706204619304,3.543739026991411,4.058110444091592,3.4718920632519628,1.632578741700639,3.359089390609774,2.489060934848203,1.825411850583493,1.3636116419900768,2.963801642573159,4.014676137377837,0.7678403964900145,1.9585193216119277,1.6861895422137243,1.3608627021969175,0.6964163924428743,0.6728872204627181,2.2976943223932014,1.2623651972753018,2.779401537319559,4.044681774443745,0.9779309576656984,0.09724474071104072,2.242222524742261,1.3773309781669745,0.6782015059374075,0.7544633531614031,0.47070613543214135,0.5538799740290663,0.9986213502207893,0.7619414638371551,1.1676148044365005,1.482673863684312,,2.622449198436348,2.080867246502381,2.0619617708295923,1.4508945614505209,1.4500221880905304,2.2014421081161357
286,3.3762572137733904,4.17914134247008,3.434636959967012,4.137545801488635,2.6786033182305657,3.5575981775969834,4.073717824331511,3.4862222588822322,1.6398149207133643,3.3776060914818813,2.5007934936060696,1.8310758356053833,1.3718478321323389,2.9809221011181237,4.032758043708688,0.7735172364291272,1.969543667035658,1.6954397403605221,1.3704340585192938,0.7016362758685585,0.6786756212369862,2.307179678527908,1.2708276462581556,2.7935473524373933,4.062675995598324,0.9869256656945291,0.10362826918763315,2.253356957489866,1.3868636140713493,0.6829636609506587,0.7593205662071987,0.4739278470323393,0.5572697605217123,1.0049892539151246,0.766832254191028,1.1743182728215085,1.4922273386441247,,2.635582542395851,2.09093346001556,2.073445983861575,1.4594981109116278,1.4569552148132774,2.2116374989006844
287,3.3906565647851155,4.195532702705424,3.4481671861620713,4.1551330987212145,2.6906360159992007,3.5714573282025563,4.089325204571431,3.499996184024755,1.646456130207178,3.3961227923539887,2.5125260523639366,1.8367398206272736,1.380084022274601,2.9980425596630886,4.050839950039539,0.7791940763682397,1.9805680124593885,1.70468993850732,1.38000541484167,0.7068561592942426,0.6844640220112543,2.3166650346626154,1.2792900952410093,2.807693167555228,4.080670216752903,0.9959203737233597,0.11001179766422557,2.2644913902374713,1.3963962499757243,0.68772581596391,0.7641777792529942,0.4771495586325373,0.5606595470143582,1.0113571576094598,0.7717230445449009,1.181021741206517,1.5017808136039374,,2.6487158863553546,2.1009996735287384,2.0849301968935574,1.4681016603727348,1.4638882415360244,2.2218328896852335
288,3.4050559157968405,4.211924062940767,3.461697412357131,4.172720395953794,2.702668713767836,3.5853164788081293,4.104932584811349,3.5137701091672775,1.6530973397009916,3.414639493226096,2.5195790420183095,1.8424038056491638,1.3883202124168628,3.015163018208054,4.06892185637039,0.7848709163073524,1.991592357883119,1.7139401366541178,1.3895767711640463,0.7120760427199266,0.6902524227855226,2.326150390797322,1.2877525442238629,2.821838982673062,4.098664437907482,1.0049150817521904,0.116395326140818,2.2756258229850763,1.4059288858800991,0.6924879709771613,0.7690349922987898,0.48037127023273524,0.5640493335070041,1.017725061303795,0.7766138348987738,1.187725209591525,1.5113342885637502,,2.6618492303148584,2.111065887041917,2.09641440992554,1.4767052098338416,1.4708212682587714,2.232028280469782
289,3.4194552668085656,4.2283154231761095,3.475227638552191,4.190307693186374,2.7147014115364714,3.599175629413702,4.120539965051268,3.5275440343097997,1.6597385491948053,3.4331561940982036,2.526632031672682,1.848067790671054,1.3965564025591248,3.032283476753019,4.087003762701242,0.790547756246465,2.0026167033068494,1.7231903348009159,1.3991481274864226,0.7171062743196984,0.6960408235597908,2.3356357469320295,1.2962149932067166,2.8359847977908963,4.116658659062061,1.0139097897810212,0.12277885461741044,2.2867602557326814,1.415461521784474,0.6972501259904126,0.7738922053445854,0.4835929818329332,0.56743911999965,1.0240929649981303,0.7815046252526466,1.1944286779765334,1.520887763523563,,2.674982574274362,2.121132100555096,2.1078986229575225,1.4853087592949485,1.4777542949815183,2.2422236712543313
290,3.4338546178202902,4.244706783411453,3.4887578647472504,4.2078949904189535,2.7267341093051063,3.613034780019275,4.136147345291187,3.5413179594523223,1.6663797586886189,3.451672894970311,2.533685021327055,1.8537317756929443,1.404792592701387,3.049403935297984,4.105085669032093,0.7962245961855776,2.0136410487305794,1.7324405329477137,1.4087194838087989,0.7221365059194702,0.7018292243340589,2.3451211030667363,1.3046774421895704,2.850130612908731,4.13465288021664,1.022904497809852,0.12916238309400285,2.2978946884802864,1.424994157688849,0.7020122810036638,0.778749418390381,0.4868146934331312,0.5708289064922959,1.0304608686924654,0.7863954156065195,1.2011321463615416,1.5304412384833757,,2.6881159182338656,2.131198314068275,2.1193828359895046,1.4939123087560555,1.4844860416007444,2.250675138896476
291,3.4482539688320153,4.261098143646795,3.50228809094231,4.225482287651533,2.7387668070737416,3.6268939306248473,4.151754725531106,3.555091884594845,1.6730209681824326,3.4701895958424185,2.5407380109814275,1.8593957607148346,1.4130287828436487,3.0665243938429487,4.1231675753629435,0.8017617948059779,2.02466539415431,1.7416907310945116,1.4182908401311751,0.7271667375192421,0.707617625108327,2.354606459201443,1.313139891172424,2.8636204755301375,4.15264710137122,1.0318992058386827,0.13554591157059528,2.3090291212278915,1.4345267935932238,0.706774436016915,0.7836066314361766,0.4900364050333291,0.5742186929849419,1.0366520857067323,0.7912862059603925,1.2078356147465499,1.5399947134431884,,2.701249262193369,2.1412645275814537,2.130867049021487,1.5025158582171625,1.4912177882199706,2.2591266065386204
292,3.4626533198437404,4.277489503882139,3.51581831713737,4.243069584884113,2.750799504842377,3.6407530812304203,4.1673621057710255,3.5688658097373676,1.6796621776762464,3.488706296714526,2.5477910006358004,1.8650597457367248,1.4212649729859108,3.083644852387914,4.141249481693795,0.8072989934263781,2.0356897395780402,1.7509409292413094,1.4278621964535514,0.7321969691190139,0.7134060258825952,2.3640918153361503,1.3216023401552777,2.8771103381515446,4.170641322525799,1.0408939138675133,0.14192944004718772,2.320163553975497,1.4440594294975986,0.7115365910301663,0.7884638444819722,0.49325811663352714,0.5776084794775878,1.042843302720999,0.7961769963142653,1.2145390831315581,1.5495481884030011,,2.7143826061528724,2.1513307410946325,2.1423512620534697,1.5111194076782692,1.4979495348391967,2.267578074180765
293,3.4770526708554654,4.293880864117482,3.5293485433324294,4.260656882116692,2.762832202611012,3.6546122318359933,4.182969486010944,3.5826397348798897,1.68630338717006,3.5072229975866334,2.5548439902901734,1.870723730758615,1.4295011631281729,3.100765310932879,4.159331388024646,0.8128361920467784,2.0467140850017707,1.7601911273881075,1.4374335527759277,0.7372272007187857,0.7191944266568634,2.373577171470857,1.3300647891381314,2.890600200772951,4.188635543680378,1.049888621896344,0.14831296852378015,2.331297986723102,1.4535920654019736,0.7162987460434176,0.7933210575277677,0.49647982823372505,0.5809982659702337,1.0490345197352657,0.8010677866681382,1.2212425515165664,1.5591016633628139,,2.7275159501123762,2.1613969546078113,2.1538354750854523,1.5197229571393762,1.5046812814584227,2.2760295418229095
294,3.4914520218671905,4.310272224352825,3.5428787695274893,4.278244179349271,2.7748649003796473,3.668471382441566,4.198576866250863,3.5964136600224124,1.6929445966638736,3.525739698458741,2.561896979944546,1.8763877157805053,1.437737353270435,3.1178857694778443,4.177413294355498,0.8183733906671786,2.057738430425501,1.7694413255349053,1.447004909098304,0.7422574323185575,0.7249828274311316,2.3830625276055644,1.3385272381209852,2.9040900633943583,4.206629764834957,1.0588833299251748,0.15469649700037258,2.342432419470707,1.4631247013063484,0.7210609010566689,0.7981782705735634,0.49970153983392307,0.5843880524628796,1.0552257367495326,0.805958577022011,1.2279460199015746,1.5686551383226266,,2.7406492940718796,2.17146316812099,2.165319688117435,1.5283265066004832,1.5114130280776488,2.284481009465054
295,3.5058513728789156,4.326663584588168,3.556408995722549,4.295831476581851,2.7868975981482826,3.6823305330471388,4.214184246490782,3.610187585164935,1.6995858061576872,3.5442563993308482,2.568949969598919,1.8820517008023956,1.445973543412697,3.1350062280228093,4.195495200686349,0.8239105892875789,2.0687627758492315,1.7786915236817031,1.4565762654206802,0.7472876639183292,0.7307712282053997,2.392547883740271,1.3469896871038387,2.917579926015765,4.224623985989536,1.0678780379540054,0.16108002547696498,2.353566852218312,1.4726573372107232,0.7258230560699201,0.803035483619359,0.502923251434121,0.5877778389555255,1.0614169537637992,0.8108493673758839,1.2346494882865828,1.5782086132824393,,2.7537826380313835,2.181529381634169,2.1768039011494174,1.5369300560615902,1.518144774696875,2.2929324771071986
296,3.52025072389064,4.343054944823511,3.5699392219176085,4.313418773814431,2.7989302959169176,3.6961896836527117,4.229791626730701,3.6239615103074576,1.706227015651501,3.5627731002029557,2.576002959253292,1.8877156858242858,1.454209733554959,3.152126686567774,4.2135771070171995,0.8294477879079791,2.079787121272962,1.787941721828501,1.4661476217430565,0.752317895518101,0.7365596289796679,2.402033239874978,1.3554521360866925,2.931069788637172,4.2426182071441145,1.0768727459828362,0.16746355395355744,2.3647012849659172,1.4821899731150983,0.7305852110831714,0.8078926966651545,0.506144963034319,0.5911676254481715,1.067608170778066,0.8157401577297567,1.241352956671591,1.5877620882422518,,2.766915981990887,2.191595595147348,2.1882881141814,1.5455336055226971,1.524876521316101,2.3013839447493427
297,3.5346500749023653,4.359446305058854,3.5834694481126683,4.33100607104701,2.810962993685553,3.7100488342582842,4.2453990069706204,3.6377354354499802,1.7128682251453147,3.581289801075063,2.5830559489076643,1.893379670846176,1.462445923697221,3.169247145112739,4.23165901334805,0.8349849865283794,2.0908114666966924,1.7971919199752988,1.4757189780654327,0.7573481271178729,0.742348029753936,2.411518596009685,1.363914585069546,2.9445596512585785,4.2606124282986935,1.0858674540116668,0.17384708243014985,2.3758357177135228,1.4917226090194733,0.7353473660964227,0.8127499097109501,0.5093666746345169,0.5945574119408173,1.0737993877923329,0.8206309480836296,1.2480564250565993,1.5973155632020646,,2.779586551268898,2.2016618086605266,2.1997723272133825,1.554137154983804,1.5316082679353271,2.3098354123914873
298,3.5490494259140903,4.375837665294197,3.5969996743077277,4.34859336827959,2.8229956914541883,3.723907984863857,4.261006387210539,3.6515093605925024,1.7195094346391282,3.5998065019471706,2.5901089385620373,1.8990436558680663,1.470682113839483,3.186367603657704,4.249740919678902,0.8405221851487796,2.101835812120423,1.8064421181220969,1.485290334387809,0.7623783587176447,0.7481364305282042,2.421003952144392,1.3723770340523997,2.958049513879985,4.278606649453272,1.0948621620404975,0.18023061090674228,2.386970150461128,1.501255244923848,0.740109521109674,0.8176071227567456,0.5125883862347149,0.5979471984334632,1.0799906048065995,0.8255217384375025,1.2547598934416075,1.6068690381618773,,2.79225712054691,2.211728022173705,2.211256540245365,1.5627407044449109,1.5383400145545532,2.318286880033632
299,3.5634487769258154,4.39222902552954,3.6105299005027875,4.36618066551217,2.835028389222823,3.73776713546943,4.276613767450458,3.665283285735025,1.726150644132942,3.618323202819278,2.59716192821641,1.9047076408899566,1.478918303981745,3.2034880622026694,4.267822826009754,0.8460593837691799,2.1128601575441532,1.8156923162688947,1.4948616907101853,0.7674085903174165,0.7539248313024723,2.4304893082790993,1.3797128548066047,2.971539376501392,4.296600870607851,1.1038568700693283,0.1866141393833347,2.398104583208733,1.510787880828223,0.7447262730858176,0.8224643358025413,0.5158100978349129,0.6013369849261092,1.0861818218208663,0.8304125287913754,1.2614633618266158,1.61642251312169,,2.8049276898249214,2.221794235686884,2.222740753277347,1.5713442539060178,1.5450717611737794,2.3267383476757764
